Comment,Time Stamp (s),Temperature (K),Field (Oe),Sample Position (deg),Chamber Pressure (Torr),Resistance Ch1 (Ohms),Resistance Std. Dev. Ch1 (Ohms),Phase Angle Ch1 (deg),I-V Current Ch1 (mA),I-V Voltage Ch1 (V),Frequency Ch1 (Hz),Averaging Time Ch1 (s),AC Current Ch1 (mA),DC Current Ch1 (mA),Voltage Ampl Ch1 (V),In Phase Voltage Ampl Ch1 (V),Quadrature Voltage Ch1 (V),AC Voltage Ch1 (V),DC Voltage Ch1 (V),Current Ampl Ch1 (mA),In Phase Current Ch1 (mA),Quadrature Current Ch1 (mA),Gain Ch1,2nd Harmonic Ch1 (dB),3rd Harmonic Ch1 (dB),Resistance Ch2 (Ohms),Resistance Std. Dev. Ch2 (Ohms),Phase Angle Ch2 (deg),I-V Current Ch2 (mA),I-V Voltage Ch2 (V),Frequency Ch2 (Hz),Averaging Time Ch2 (s),AC Current Ch2 (mA),DC Current Ch2 (mA),Voltage Ampl Ch2 (V),In Phase Voltage Ampl Ch2 (V),Quadrature Voltage Ch2 (V),AC Voltage Ch2 (V),DC Voltage Ch2 (V),Current Ampl Ch2 (mA),In Phase Current Ch2 (mA),Quadrature Current Ch2 (mA),Gain Ch2,2nd Harmonic Ch2 (dB),3rd Harmonic Ch2 (dB),ETO Status Code,ETO Measurement Mode,ETO Channel 1,ETO Channel 2,ETO Channel 3,ETO Channel 4,ETO Channel 5,ETO Channel 6,ETO Channel 7,ETO Channel 8,ETO Channel 9,ETO Channel 10,ETO Channel 11,ETO Channel 12,ETO Channel 13,ETO Channel 14,ETO Channel 15,ETO Channel 16
,3634039831.09225,1.79981744289398,4044.826171875,,,,,,,,,,,,,,,,,,,,,,,957.5951,0,2.056493,,,0.5086185,1.96611,0.0001,0,9.582052E-05,9.575881E-05,3.438506E-06,,,,,,900,-75.48225,-79.27084,407379328,0,,,,,,,,,,,,,,,,
,3634039848.83041,1.79980945587158,5055.93701171875,,,198.6114,0,2.400565,,,0.4359754,2.293708,0.0001,0,1.987835E-05,1.986091E-05,8.326148E-07,,,,,,900,-93.56469,-107.1721,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634039860.25285,1.80005550384521,5055.93701171875,,,,,,,,,,,,,,,,,,,,,,,1179.559,0,2.048758,,,0.5086185,1.96611,0.0001,0,0.0001180305,0.000117955,4.219583E-06,,,,,,900,-73.57587,-77.49197,407379328,0,,,,,,,,,,,,,,,,
,3634039878.16879,1.79964637756348,6067.1552734375,,,215.8057,0,2.387584,,,0.4359754,2.293708,0.0001,0,2.159907E-05,2.158032E-05,8.997987E-07,,,,,,900,-94.51926,-99.8474,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634039889.19957,1.80016314983368,6067.119140625,,,,,,,,,,,,,,,,,,,,,,,1410.855,0,2.053412,,,0.5086185,1.96611,0.0001,0,0.0001411751,0.0001410844,5.058464E-06,,,,,,900,-72.01646,-75.18095,407379328,0,,,,,,,,,,,,,,,,
,3634039906.95198,1.79969966411591,7078.43359375,,,131.6971,0,2.376287,,,0.4359754,2.293708,0.0001,0,1.31809E-05,1.316956E-05,5.465082E-07,,,,,,900,-90.29607,-102.528,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634039918.33812,1.79970049858093,7078.42138671875,,,,,,,,,,,,,,,,,,,,,,,1616.511,0,2.053706,,,0.5086185,1.96611,0.0001,0,0.0001617538,0.0001616499,5.796653E-06,,,,,,900,-70.43974,-74.42265,407379328,0,,,,,,,,,,,,,,,,
,3634039936.37491,1.79944372177124,8089.67626953125,,,102.4049,0,2.374928,,,0.4359754,2.293708,0.0001,0,1.024917E-05,1.024037E-05,4.2471E-07,,,,,,900,-92.28329,-108.7285,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634039947.346,1.79996120929718,8089.58056640625,,,,,,,,,,,,,,,,,,,,,,,1839.368,0,2.052687,,,0.5086185,1.96611,0.0001,0,0.0001840535,0.0001839354,6.592516E-06,,,,,,900,-68.8605,-72.90346,407379328,0,,,,,,,,,,,,,,,,
,3634039965.24513,1.79931497573853,9100.9072265625,,,191.2217,0,2.390421,,,0.4359754,2.293708,0.0001,0,1.91386E-05,1.912195E-05,7.982445E-07,,,,,,900,-86.73032,-96.32308,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634039976.13998,1.80010807514191,9100.84765625,,,,,,,,,,,,,,,,,,,,,,,2116.825,0,2.051867,,,0.5086185,1.96611,0.0001,0,0.0002118167,0.0002116809,7.583925E-06,,,,,,900,-67.89058,-71.35368,407379328,0,,,,,,,,,,,,,,,,
,3634039994.10923,1.79938411712646,10112.1494140625,,,387.2104,0,2.395692,,,0.4359754,2.293708,0.0001,0,3.875446E-05,3.872059E-05,1.619957E-06,,,,,,900,-85.29446,-89.67385,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040005.20242,1.80001544952393,10112.173828125,,,,,,,,,,,,,,,,,,,,,,,2311.881,0,2.050158,,,0.5086185,1.96611,0.0001,0,0.0002313345,0.0002311864,8.275846E-06,,,,,,900,-66.94676,-70.5399,407379328,0,,,,,,,,,,,,,,,,
,3634040023.02198,1.79932200908661,11123.34375,,,72.55476,0,2.393814,,,0.4359754,2.293708,0.0001,0,7.261729E-06,7.255392E-06,3.033063E-07,,,,,,900,-88.77415,-102.4563,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040034.06279,1.79999494552612,11123.380859375,,,,,,,,,,,,,,,,,,,,,,,2558.079,0,2.052032,,,0.5086185,1.96611,0.0001,0,0.0002559701,0.000255806,9.165537E-06,,,,,,900,-65.83301,-69.38695,407379328,0,,,,,,,,,,,,,,,,
,3634040052.22108,1.7993038892746,12134.6708984375,,,435.8489,0,2.39058,,,0.4359754,2.293708,0.0001,0,4.362235E-05,4.358438E-05,1.819549E-06,,,,,,900,-81.96992,-89.13673,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040063.093,1.80002880096436,12134.658203125,,,,,,,,,,,,,,,,,,,,,,,2736.982,0,2.047702,,,0.5086185,1.96611,0.0001,0,0.0002738711,0.0002736962,9.785836E-06,,,,,,900,-63.03728,-66.7,407379328,0,,,,,,,,,,,,,,,,
,3634040081.20523,1.79923486709595,13145.79296875,,,409.2584,0,2.400645,,,0.4359754,2.293708,0.0001,0,4.096131E-05,4.092536E-05,1.715743E-06,,,,,,900,-80.86059,-86.6797,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040092.24472,1.80001378059387,13145.74609375,,,,,,,,,,,,,,,,,,,,,,,3111.483,0,2.050659,,,0.5086185,1.96611,0.0001,0,0.0003113454,0.0003111461,1.114091E-05,,,,,,900,-64.26261,-67.92002,407379328,0,,,,,,,,,,,,,,,,
,3634040110.15108,1.7993323802948,14157.01171875,,,17.0589,0,2.405225,,,0.4359754,2.293708,0.0001,0,1.707374E-06,1.70587E-06,7.165296E-08,,,,,,900,-92.87789,-108.1966,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040121.1818,1.80007195472717,14157,,,,,,,,,,,,,,,,,,,,,,,3196.072,0,2.047724,,,0.5086185,1.96611,0.0001,0,0.0003198091,0.0003196048,1.142739E-05,,,,,,900,-61.57785,-65.14581,407379328,0,,,,,,,,,,,,,,,,
,3634040139.28161,1.79913377761841,15168.2421875,,,481.296,0,2.386872,,,0.4359754,2.293708,0.0001,0,4.817083E-05,4.812904E-05,2.006157E-06,,,,,,900,-76.97163,-87.21778,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040149.96133,1.80000126361847,15168.2421875,,,,,,,,,,,,,,,,,,,,,,,3362.915,0,2.048056,,,0.5086185,1.96611,0.0001,0,0.000336504,0.000336289,1.202588E-05,,,,,,900,-63.39606,-66.90083,407379328,0,,,,,,,,,,,,,,,,
,3634040167.87268,1.79903173446655,16179.580078125,,,710.4535,0,2.376232,,,0.4359754,2.293708,0.0001,0,7.110566E-05,7.104452E-05,2.948125E-06,,,,,,900,-80.75402,-82.88914,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040179.2016,1.8000750541687,16179.5703125,,,,,,,,,,,,,,,,,,,,,,,3790.196,0,2.050318,,,0.5086185,1.96611,0.0001,0,0.0003792596,0.0003790168,1.356883E-05,,,,,,900,-62.35712,-65.86204,407379328,0,,,,,,,,,,,,,,,,
,3634040197.28216,1.79915177822113,17190.71484375,,,514.8011,0,2.375628,,,0.4359754,2.293708,0.0001,0,5.15238E-05,5.147951E-05,2.135695E-06,,,,,,900,-76.3815,-83.67573,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040208.16316,1.80012226104736,17190.7265625,,,,,,,,,,,,,,,,,,,,,,,4118.917,0,2.049361,,,0.5086185,1.96611,0.0001,0,0.0004121524,0.0004118887,1.473876E-05,,,,,,900,-61.79745,-65.22586,407379328,0,,,,,,,,,,,,,,,,
,3634040226.07762,1.79897201061249,18202.06640625,,,70.47992,0,2.39858,,,0.4359754,2.293708,0.0001,0,7.05409E-06,7.04791E-06,2.9522E-07,,,,,,900,-81.38528,-99.51337,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040237.33824,1.79996192455292,18202.029296875,,,,,,,,,,,,,,,,,,,,,,,4259.61,0,2.052212,,,0.5086185,1.96611,0.0001,0,0.0004262312,0.0004259578,1.526343E-05,,,,,,900,-61.19849,-64.62031,407379328,0,,,,,,,,,,,,,,,,
,3634040255.1902,1.79910612106323,19213.30859375,,,10.05812,0,2.310517,,,0.4359754,2.293708,0.0001,0,1.006619E-06,1.0058E-06,4.058202E-08,,,,,,900,-85.92851,-115.564,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040265.98392,1.79991495609283,19213.345703125,,,,,,,,,,,,,,,,,,,,,,,4260.273,0,2.044812,,,0.5086185,1.96611,0.0001,0,0.0004262956,0.0004260241,1.521071E-05,,,,,,900,-58.71646,-62.26382,407379328,0,,,,,,,,,,,,,,,,
,3634040283.94474,1.79912889003754,20224.396484375,,,493.1948,0,2.390232,,,0.4359754,2.293708,0.0001,0,4.936185E-05,4.93189E-05,2.058652E-06,,,,,,900,-69.65421,-84.38454,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040295.38668,1.80004286766052,20224.5625,,,,,,,,,,,,,,,,,,,,,,,4375.93,0,2.049452,,,0.5086185,1.96611,0.0001,0,0.0004378698,0.0004375897,1.565913E-05,,,,,,900,-60.99702,-64.46259,407379328,0,,,,,,,,,,,,,,,,
,3634040313.40132,1.79913604259491,21235.830078125,,,989.8257,0,2.387382,,,0.4359754,2.293708,0.0001,0,9.906741E-05,9.898142E-05,4.126714E-06,,,,,,900,-75.77812,-84.36492,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040324.29573,1.79998171329498,21235.72265625,,,,,,,,,,,,,,,,,,,,,,,4806.471,0,2.044511,,,0.5086185,1.96611,0.0001,0,0.0004809498,0.0004806436,1.715831E-05,,,,,,900,-57.78108,-61.45703,407379328,0,,,,,,,,,,,,,,,,
,3634040342.01149,1.79922318458557,22247,,,1018.348,0,2.381814,,,0.4359754,2.293708,0.0001,0,0.0001019217,0.0001018336,4.235715E-06,,,,,,900,-75.93672,-79.06916,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040353.06372,1.79992592334747,22247.01171875,,,,,,,,,,,,,,,,,,,,,,,5197.172,0,2.049416,,,0.5086185,1.96611,0.0001,0,0.000520046,0.0005197134,1.859759E-05,,,,,,900,-59.71916,-63.31558,407379328,0,,,,,,,,,,,,,,,,
,3634040371.05884,1.79925286769867,23258.38671875,,,912.3069,0,2.380232,,,0.4359754,2.293708,0.0001,0,9.13084E-05,9.122962E-05,3.792124E-06,,,,,,900,-74.72963,-77.39574,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040382.12833,1.79998075962067,23258.375,,,,,,,,,,,,,,,,,,,,,,,5535.734,0,2.047569,,,0.5086185,1.96611,0.0001,0,0.000553923,0.0005535693,1.979123E-05,,,,,,900,-59.18674,-62.88907,407379328,0,,,,,,,,,,,,,,,,
,3634040400.36105,1.79925930500031,24269.4609375,,,740.4171,0,2.422008,,,0.4359754,2.293708,0.0001,0,7.410705E-05,7.404084E-05,3.131722E-06,,,,,,900,-72.59241,-79.78273,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040411.1575,1.80007123947144,24269.509765625,,,,,,,,,,,,,,,,,,,,,,,5934.144,0,2.048615,,,0.5086185,1.96611,0.0001,0,0.0005937896,0.00059341,2.122647E-05,,,,,,900,-58.81762,-62.39902,407379328,0,,,,,,,,,,,,,,,,
,3634040429.23767,1.79924976825714,25280.66796875,,,446.4272,0,2.37886,,,0.4359754,2.293708,0.0001,0,4.468071E-05,4.46422E-05,1.854562E-06,,,,,,900,-73.12264,-78.27929,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040440.11336,1.80003499984741,25280.716796875,,,,,,,,,,,,,,,,,,,,,,,6264.334,0,2.047538,,,0.5086185,1.96611,0.0001,0,0.000626829,0.0006264288,2.239577E-05,,,,,,900,-58.06723,-61.60271,407379328,0,,,,,,,,,,,,,,,,
,3634040458.01586,1.79921293258667,26292.12890625,,,148.997,0,2.369081,,,0.4359754,2.293708,0.0001,0,1.491228E-05,1.489953E-05,6.164212E-07,,,,,,900,-82.07892,-86.27419,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040469.05032,1.79989993572235,26292.115234375,,,,,,,,,,,,,,,,,,,,,,,6377.964,0,2.047826,,,0.5086185,1.96611,0.0001,0,0.0006381993,0.0006377917,2.280522E-05,,,,,,900,-57.64906,-61.1428,407379328,0,,,,,,,,,,,,,,,,
,3634040486.94188,1.79928910732269,27303.140625,,,9.657598,0,1.703122,,,0.4359754,2.293708,0.0001,0,9.661754E-07,9.657487E-07,2.871542E-08,,,,,,900,-99.2086,-104.1636,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040498.17079,1.80008292198181,27303.189453125,,,,,,,,,,,,,,,,,,,,,,,6396.362,0,2.049566,,,0.5086185,1.96611,0.0001,0,0.0006400409,0.0006396315,2.289045E-05,,,,,,900,-57.52571,-61.19811,407379328,0,,,,,,,,,,,,,,,,
,3634040516.23643,1.79928052425385,28314.455078125,,,0.1795838,0,8.563237,,,0.4359754,2.293708,0.0001,0,1.816063E-08,1.795818E-08,2.704134E-09,,,,,,900,-94.59579,-106.486,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040527.23167,1.79985046386719,28314.466796875,,,,,,,,,,,,,,,,,,,,,,,6386.213,0,2.043229,,,0.5086185,1.96611,0.0001,0,0.0006390229,0.0006386166,2.278341E-05,,,,,,900,-54.68172,-58.12935,407379328,0,,,,,,,,,,,,,,,,
,3634040545.24901,1.79929947853088,29325.615234375,,,5.920219,0,2.246183,,,0.4359754,2.293708,0.0001,0,5.924703E-07,5.920151E-07,2.322083E-08,,,,,,900,-85.89024,-105.1497,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040556.03643,1.79996740818024,29325.580078125,,,,,,,,,,,,,,,,,,,,,,,6387.85,0,2.044311,,,0.5086185,1.96611,0.0001,0,0.0006391871,0.0006387802,2.280133E-05,,,,,,900,-54.98115,-58.45333,407379328,0,,,,,,,,,,,,,,,,
,3634040574.21873,1.79935908317566,30336.869140625,,,257.2127,0,2.382274,,,0.4359754,2.293708,0.0001,0,2.574322E-05,2.572097E-05,1.070057E-06,,,,,,900,-65.6753,-93.32505,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040585.10894,1.80004453659058,30336.869140625,,,,,,,,,,,,,,,,,,,,,,,6423.47,0,2.047784,,,0.5086185,1.96611,0.0001,0,0.0006427527,0.0006423423,2.296746E-05,,,,,,900,-57.383,-61.00803,407379328,0,,,,,,,,,,,,,,,,
,3634040603.04174,1.79935908317566,31348.099609375,,,1047.205,0,2.390673,,,0.4359754,2.293708,0.0001,0,0.0001048105,0.0001047193,4.371961E-06,,,,,,900,-60.5583,-79.50191,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040614.1587,1.80001938343048,31348.087890625,,,,,,,,,,,,,,,,,,,,,,,6654.995,0,2.047659,,,0.5086185,1.96611,0.0001,0,0.0006659198,0.0006654946,2.379384E-05,,,,,,900,-56.98388,-60.80361,407379328,0,,,,,,,,,,,,,,,,
,3634040632.07856,1.79941475391388,32359.474609375,,,1801.156,0,2.387017,,,0.4359754,2.293708,0.0001,0,0.0001802699,0.0001801134,7.508107E-06,,,,,,900,-62.30324,-78.33344,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040643.17405,1.80002403259277,32359.474609375,,,,,,,,,,,,,,,,,,,,,,,7234.606,0,2.048317,,,0.5086185,1.96611,0.0001,0,0.0007239179,0.0007234553,2.587446E-05,,,,,,900,-55.5673,-59.84825,407379328,0,,,,,,,,,,,,,,,,
,3634040661.39853,1.79945158958435,33370.64453125,,,2062.872,0,2.388535,,,0.4359754,2.293708,0.0001,0,0.0002064642,0.0002062848,8.604544E-06,,,,,,900,-71.6992,-77.0294,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040672.22147,1.79995882511139,33370.6328125,,,,,,,,,,,,,,,,,,,,,,,7875.822,0,2.046999,,,0.5086185,1.96611,0.0001,0,0.0007880793,0.0007875764,2.814962E-05,,,,,,900,-54.97498,-59.26373,407379328,0,,,,,,,,,,,,,,,,
,3634040690.1648,1.79932594299316,34381.8515625,,,1849.433,0,2.38489,,,0.4359754,2.293708,0.0001,0,0.0001851015,0.0001849412,7.702474E-06,,,,,,900,-66.75533,-77.27701,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040701.11482,1.80002248287201,34381.83984375,,,,,,,,,,,,,,,,,,,,,,,8312.821,0,2.04602,,,0.5086185,1.96611,0.0001,0,0.0008318063,0.000831276,2.969731E-05,,,,,,900,-55.04819,-58.84999,407379328,0,,,,,,,,,,,,,,,,
,3634040719.20206,1.79957950115204,35392.9609375,,,1440.302,0,2.382828,,,0.4359754,2.293708,0.0001,0,0.0001441532,0.0001440286,5.993344E-06,,,,,,900,-65.70466,-78.5906,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040730.23383,1.80003190040588,35393.01171875,,,,,,,,,,,,,,,,,,,,,,,8521.275,0,2.046589,,,0.5086185,1.96611,0.0001,0,0.0008526652,0.0008521213,3.045049E-05,,,,,,900,-54.94783,-58.58388,407379328,0,,,,,,,,,,,,,,,,
,3634040748.1903,1.79953789710999,36404.23828125,,,1099.036,0,2.383097,,,0.4359754,2.293708,0.0001,0,0.0001099975,0.0001099024,4.573794E-06,,,,,,900,-70.72889,-80.75149,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040759.13409,1.80009377002716,36404.25390625,,,,,,,,,,,,,,,,,,,,,,,8601.722,0,2.046311,,,0.5086185,1.96611,0.0001,0,0.0008607147,0.0008601658,3.073377E-05,,,,,,900,-55.14884,-58.62454,407379328,0,,,,,,,,,,,,,,,,
,3634040776.98341,1.79943203926086,37415.45703125,,,901.6495,0,2.400375,,,0.4359754,2.293708,0.0001,0,9.024308E-05,9.01639E-05,3.779578E-06,,,,,,900,-71.31779,-79.61875,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040788.02287,1.80001544952393,37415.45703125,,,,,,,,,,,,,,,,,,,,,,,8637.933,0,2.040866,,,0.5086185,1.96611,0.0001,0,0.0008643351,0.0008637868,3.078097E-05,,,,,,900,-52.43112,-55.91283,407379328,0,,,,,,,,,,,,,,,,
,3634040806.02191,1.79956233501434,38426.9296875,,,829.5946,0,2.384023,,,0.4359754,2.293708,0.0001,0,8.303036E-05,8.29585E-05,3.453818E-06,,,,,,900,-74.16733,-79.39727,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040817.17619,1.80007994174957,38426.91796875,,,,,,,,,,,,,,,,,,,,,,,8727.968,0,2.046117,,,0.5086185,1.96611,0.0001,0,0.0008733471,0.0008727903,3.118189E-05,,,,,,900,-54.9939,-58.55387,407379328,0,,,,,,,,,,,,,,,,
,3634040835.2045,1.7992662191391,39438.00390625,,,852.8709,0,2.37893,,,0.4359754,2.293708,0.0001,0,8.535966E-05,8.52861E-05,3.543129E-06,,,,,,900,-76.03036,-79.94839,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040846.23997,1.80002009868622,39438.03125,,,,,,,,,,,,,,,,,,,,,,,8867.983,0,2.045102,,,0.5086185,1.96611,0.0001,0,0.000887357,0.0008867918,3.166639E-05,,,,,,900,-54.8181,-58.40686,407379328,0,,,,,,,,,,,,,,,,
,3634040864.15671,1.79951989650726,40449.3203125,,,928.9573,0,2.366611,,,0.4359754,2.293708,0.0001,0,9.297395E-05,9.289465E-05,3.839212E-06,,,,,,900,-70.07291,-80.8495,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040874.91805,1.80007660388947,40449.35546875,,,,,,,,,,,,,,,,,,,,,,,9138.99,0,2.041956,,,0.5086185,1.96611,0.0001,0,0.000914473,0.0009138923,3.258388E-05,,,,,,900,-52.25592,-56.16808,407379328,0,,,,,,,,,,,,,,,,
,3634040892.84929,1.7995890378952,41460.5,,,1008.861,0,2.364742,,,0.4359754,2.293708,0.0001,0,0.0001009709,0.0001008849,4.16614E-06,,,,,,900,-60.65469,-76.55769,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040904.12447,1.79997062683105,41460.5,,,,,,,,,,,,,,,,,,,,,,,9621.453,0,2.045516,,,0.5086185,1.96611,0.0001,0,0.0009627517,0.0009621382,3.436388E-05,,,,,,900,-53.9315,-58.30011,407379328,0,,,,,,,,,,,,,,,,
,3634040922.13947,1.79963362216949,42471.66015625,,,996.9476,0,2.372581,,,0.4359754,2.293708,0.0001,0,9.977914E-05,9.96936E-05,4.130608E-06,,,,,,900,-60.69444,-72.65206,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
,3634040932.94045,1.80001378059387,42471.66015625,,,,,,,,,,,,,,,,,,,,,,,10314.1,0,2.041926,,,0.5086185,1.96611,0.0001,0,0.001032058,0.001031402,3.677302E-05,,,,,,900,-51.11121,-55.69424,407379328,0,,,,,,,,,,,,,,,,
,3634040951.00172,1.79955911636353,43483.03515625,,,897.3347,0,2.413293,,,0.4359754,2.293708,0.0001,0,8.981209E-05,8.973243E-05,3.781759E-06,,,,,,900,-55.0066,-73.85143,,,,,,,,,,,,,,,,,,,,,105388928,0,,,,,,,,,,,,,,,,
